NO,TITLE,CONTEXT,PERTANYAAN1,PERTANYAAN2,PERTANYAAN3,PERTANYAAN4,PERTANYAAN5,PERTANYAAN6,PERTANYAAN7,PERTANYAAN8,PERTANYAAN9,PERTANYAAN10,PERTANYAAN11,PERTANYAAN12,PERTANYAAN13,PERTANYAAN14,PERTANYAAN15,PERTANYAAN16,PERTANYAAN17,PERTANYAAN18,PERTANYAAN19,PERTANYAAN20,PERTANYAAN21,PERTANYAAN22,PERTANYAAN23,PERTANYAAN24,PERTANYAAN25,PERTANYAAN26,PERTANYAAN27,PERTANYAAN28,PERTANYAAN29,PERTANYAAN30,PERTANYAAN31,PERTANYAAN32,PERTANYAAN33,PERTANYAAN34,PERTANYAAN35,PERTANYAAN36,PERTANYAAN37,PERTANYAAN38,PERTANYAAN39,PERTANYAAN40,PERTANYAAN41,PERTANYAAN42,PERTANYAAN43,PERTANYAAN44,PERTANYAAN45,PERTANYAAN46,PERTANYAAN47,PERTANYAAN48,PERTANYAAN49,PERTANYAAN50,PERTANYAAN51,PERTANYAAN52,PERTANYAAN53,PERTANYAAN54,PERTANYAAN55,PERTANYAAN56,PERTANYAAN57,PERTANYAAN58,PERTANYAAN59,PERTANYAAN60
65,"Jika tahapan Rekap Error gagal, harus bagaimana?","Jika terjadi kendala pada Rekap Error, silakan perhatikan: 
 1. Jika error karena SKS tidak sesuai, cek di menu Evaluasi Studi > forlap1, jika sudah sesuai maka abaikan 
 2. Jika sudah hijau namun masih muncul data, cek forlap1, jika sudah masuk maka abaikan 
 3. Jika ada perbedaan mata kuliah atau SKS, isi di sheet Rekap Nilai 
 4. Jika error JSON, pastikan kolom status dan jenis biaya sudah terisi","Jika tahapan Rekap Error gagal, harus bagaimana?",Apa penyebab terjadinya error JSON pada tahapan Rekap Error?,Di menu mana saya bisa melihat kecocokan SKS jika terjadi error?,Apa langkah selanjutnya jika error SKS tidak sesuai namun di forlap1 sudah benar?,Bagaimana jika status indikator sudah hijau tapi data masih terus muncul?,"Jika saya menemukan perbedaan mata kuliah, di mana saya harus mencatatnya?",Sheet apa yang digunakan khusus untuk mengisi perbedaan SKS?,Apa yang harus dipastikan terisi untuk menyelesaikan error JSON?,Kolom apa saja yang wajib dicek selain jenis biaya saat terjadi error JSON?,Kapan saya diperbolehkan mengabaikan data yang masih muncul meski indikator sudah berwarna hijau?,Bagaimana cara mengatasi error yang muncul karena jumlah SKS tidak sesuai?,"Ani menemukan error SKS tidak sesuai pada tahapan Rekap Error, setelah dicek di menu Evaluasi Studi forlap1 ternyata sudah sesuai, gimana sih ini kelanjutannya?","Indikator sudah berwarna hijau tapi data milik Budi masih saja muncul di sistem, tolong bantuin dong harus cek ke mana lagi.","Roni melihat ada perbedaan mata kuliah dan jumlah SKS pada laporannya, di sheet mana saya harus mengisi data yang benar agar tidak error?","Muncul notifikasi error JSON saat Tono sedang melakukan rekap, bagian kolom status dan jenis biaya harus dipastikan seperti apa?","Siti bingung karena sudah masuk forlap1 dan indikator sudah hijau tapi data tetap muncul di rekap error, apa solusinya biar masalah ini selesai?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Di mana melihat hasil pelaporan PDDikti?,"Untuk melihat hasil pelaporan PDDikti, silakan akses https://pddikti.kemdiktisaintek.go.id/ profil Prodi",Di mana melihat hasil pelaporan PDDikti?,Apa itu tautan untuk melihat hasil pelaporan PDDikti?,Apa yang dimaksud dengan profil Prodi pada pengecekan hasil pelaporan?,Di mana saya bisa mengecek hasil laporan PDDikti?,Alamat web apa yang harus diakses untuk melihat hasil PDDikti?,Profil apa yang perlu dibuka untuk mengecek pelaporan PDDikti?,Bagaimana cara mengetahui hasil pelaporan PDDikti?,Link apa yang dipakai untuk melihat pelaporan PDDikti?,Ke mana saya harus pergi untuk mengecek hasil laporan PDDikti?,Apakah ada situs khusus untuk melihat hasil pelaporan PDDikti?,Situs apa yang menampilkan hasil pelaporan PDDikti?,"Pak Bambang ingin memvalidasi hasil pelaporan prodinya melalui website resmi, apa alamat link yang harus diakses untuk melihat profil Prodi?","Bu Retno sudah menyelesaikan pelaporan PDDikti tapi tidak tahu di mana harus melihat hasilnya, gimana sih ini caranya biar bisa cek di website Kemdiktisaintek?","Andi perlu mengecek profil Prodi untuk melihat status akhir pelaporan di PDDikti, tolong bantuin dong kasih tahu alamat websitenya.","Hasil pelaporan PDDikti milik kampus Siska belum terlihat, di mana link resmi untuk mengecek profil Prodi tersebut?","Roni ingin memastikan data yang dilaporkan sudah masuk di portal PDDikti Kemdiktisaintek, bagaimanakah cara melihat hasil laporannya?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Jika SKS di feeder tercatat 0, harus bagaimana?","Jika SKS di feeder tercatat 0, silakan isi Google Sheet http://ugm.id/PelaporanPDDikti dengan melampirkan data Kurikulum, Mata Kuliah, Prodi, dan SKS","Jika SKS di feeder tercatat 0, harus bagaimana?",Apa yang dimaksud dengan langkah perbaikan jika SKS di feeder tercatat 0?,Apa definisi dari data yang harus disiapkan saat SKS di feeder 0?,Apa yang harus dilakukan jika SKS di feeder tercatat 0?,Ke mana saya harus melapor jika jumlah SKS di feeder bernilai 0?,Tautan apa yang harus diisi ketika menemukan SKS 0 di feeder?,Data apa saja yang perlu dilampirkan saat mengisi Google Sheet untuk SKS 0?,Apakah saya perlu melampirkan data Kurikulum jika SKS di feeder 0?,Di mana saya bisa menemukan form untuk memperbaiki SKS feeder yang 0?,Dokumen apa yang diminta saat melaporkan SKS 0 di feeder PDDikti?,Link Google Sheet apa yang dipakai untuk mengurus SKS 0 di feeder?,Apa yang harus Andi lakukan jika menemukan SKS di feeder miliknya tercatat 0?,"Budi melihat SKS di feeder tercatat 0, apa link Google Sheet yang harus dia isi untuk melapor?","SKS di feeder punyaku tercatat 0, dokumen apa saja seperti kurikulum dan prodi yang harus dilampirkan?","Andi mau lapor SKS feeder yang 0 ke link ugm.id/PelaporanPDDikti, selain data kurikulum harus bawa apa lagi ya?","SKS di sistem feeder kok tercatat 0, gimana sih ini solusinya tolong bantu dong?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Jika SKS Simaster dan Feeder berbeda, harus bagaimana?","Jika terdapat perbedaan jumlah SKS antara Simaster dan Feeder, silakan isi Google Sheet http://ugm.id/PelaporanPDDikti dengan melampirkan data Kurikulum, Mata Kuliah, Prodi, SKS, dan NIU","Jika SKS Simaster dan Feeder berbeda, harus bagaimana?",Apa definisi prosedur jika SKS Simaster dan Feeder tidak sama?,Apa yang dimaksud dengan perbaikan perbedaan SKS antara Simaster dan Feeder?,Apa yang harus dilakukan jika jumlah SKS di Simaster berbeda dengan di Feeder?,Link apa yang perlu diisi saat ada selisih SKS antara Simaster dan Feeder?,Data apa yang wajib dilampirkan jika terjadi perbedaan SKS di Simaster dan Feeder?,Ke mana laporan perbedaan SKS Simaster dan Feeder harus dikirimkan?,Apakah data NIU diperlukan saat melaporkan perbedaan SKS Simaster dan Feeder?,Bagaimana cara mengatasi ketidaksesuaian data SKS antara Simaster dan Feeder?,Informasi apa saja yang diminta di Google Sheet saat SKS Simaster dan Feeder beda?,Apa solusi untuk SKS mahasiswa yang berbeda antara sistem Simaster dan Feeder?,Apa yang dimaksud dengan prosedur pelaporan jika jumlah SKS Simaster dan Feeder milik Siti berbeda?,"Budi mendapati perbedaan SKS antara Simaster dan Feeder, lapornya harus lewat mana dan lampirannya apa saja?","Iwan bingung jumlah SKS di Simaster dan Feeder miliknya tidak sama, NIU perlu dilampirkan juga tidak ya?","Data SKS di Simaster beda sama yang di Feeder, tolong bantu solusinya gimana biar datanya benar?","Roni mau isi Google Sheet pelaporan karena SKS Simaster dan Feeder beda, link aslinya yang mana ya?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"Jika data sudah bersih tapi belum 100%, kenapa?","Jika persentase belum 100%, kemungkinan masih ada: 
 1. Data tagihan mahasiswa yang belum melakukan KRS atau belum di-approve 
 2. Data mahasiswa yang belum terminasi dan tidak melakukan aktivitas","Jika data sudah bersih tapi belum 100%, kenapa?",Apa yang dimaksud dengan kondisi data bersih tapi belum 100%?,Apa definisi mahasiswa belum terminasi dalam konteks persentase pelaporan?,Apa penyebab persentase data belum mencapai 100%?,Mengapa data yang sudah bersih bisa belum mencapai persentase 100%?,Apa saja dua kemungkinan penyebab persentase pelaporan tidak 100%?,Apakah data tagihan mahasiswa berpengaruh pada persentase kelengkapan data?,Bagaimana status KRS mahasiswa bisa membuat persentase data tidak 100%?,Apa hubungannya mahasiswa yang belum terminasi dengan persentase data?,Apakah aktivitas mahasiswa mempengaruhi pencapaian 100% data?,Mengapa data tagihan yang KRS-nya belum di-approve menyebabkan persentase tidak penuh?,Apa penyebab utama jika data sudah dianggap bersih namun persentase progres belum mencapai 100%?,"Joko melihat data sudah bersih tapi persentase belum 100%, apakah ini karena ada mahasiswa yang belum KRS?","Persentase data belum 100% padahal sudah bersih, apa ada hubungannya dengan mahasiswa yang belum terminasi?","Siti bingung datanya belum 100%, apa mungkin karena ada tagihan mahasiswa yang belum di-approve ya?","Data sudah bersih tapi kenapa ya kok di sistem belum 100%, tolong bantu jelasin penyebabnya dong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Bagaimana cara cek data di PDDikti?,"Untuk mengecek data di PDDikti, silakan: 
 1. Kunjungi https://pddikti.kemdiktisaintek.go.id/
 2. Masukkan NIM pada kolom pencarian 
 3. Klik nama mahasiswa yang muncul",Bagaimana cara cek data di PDDikti?,Apa arti pengecekan data di PDDikti?,Apa yang dimaksud dengan langkah pencarian NIM pada situs PDDikti?,Bagaimana langkah-langkah mengecek data di PDDikti?,Situs apa yang harus dikunjungi untuk mengecek data mahasiswa di PDDikti?,Data apa yang harus dimasukkan pada kolom pencarian PDDikti?,Apa yang harus diklik setelah memasukkan NIM di pencarian PDDikti?,Di mana saya harus memasukkan NIM untuk mencari data PDDikti?,Apa langkah pertama untuk melihat data diri di PDDikti?,Kolom apa yang dipakai untuk mencari data di web PDDikti?,Bagaimana cara menemukan nama mahasiswa di situs PDDikti?,Andi ingin memastikan namanya sudah masuk ke sistem pusat tapi dia bingung harus membuka alamat website yang mana. Tolong bantu arahannya gimana sih ini.,"Budi sudah berada di depan laptop dan ingin mencari profil kuliahnya, data apa yang harus dia masukkan ke dalam kolom pencarian di situs resmi? Bantuin dong.","Siti sudah memasukkan NIM dan melihat namanya muncul di daftar pencarian, lalu langkah apa yang harus dia lakukan agar bisa melihat detail datanya? Tolong bantu ya.",Roni mau memverifikasi status mahasiswanya secara mandiri di portal PDDikti tapi tidak tahu urutan kliknya dari awal sampai akhir. Bagaimana solusinya ini?,"Maya perlu mengecek kevalidan datanya di pangkalan data pendidikan tinggi, apa saja tahapan yang harus dia lalui agar profilnya terbuka? Tolong bantu informasinya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PDDikti digunakan untuk apa?,"PDDikti merupakan pangkalan data yang menghimpun data mahasiswa dari seluruh perguruan tinggi di Indonesia, baik negeri maupun swasta.",PDDikti digunakan untuk apa?,Apa yang dimaksud dengan PDDikti?,Apa kegunaan utama dari pangkalan data PDDikti?,Data siapa saja yang dihimpun di dalam sistem PDDikti?,Apakah PDDikti juga mencakup data dari perguruan tinggi swasta?,Dari mana saja asal perguruan tinggi yang datanya masuk ke PDDikti?,Di mana pangkalan data mahasiswa seluruh Indonesia dikumpulkan?,Apakah data mahasiswa dari perguruan tinggi negeri tercatat di PDDikti?,Sistem pangkalan data apa yang digunakan untuk menghimpun mahasiswa secara nasional?,Jenis data apa yang disimpan secara khusus di dalam PDDikti?,Lembaga apa saja yang datanya dihimpun dalam pangkalan data ini?,Andi baru saja mendengar tentang PDDikti dan ingin tahu apa sebenarnya fungsi dari pangkalan data tersebut bagi dunia pendidikan. Tolong jelaskan definisinya dong.,Budi berkuliah di sebuah universitas swasta kecil dan ragu apakah datanya juga ikut dihimpun dalam sistem nasional tersebut. Bagaimana sih cakupan pendataan sistem ini?,Siti ingin memahami kegunaan utama dari portal PDDikti dalam mengelola informasi mahasiswa di seluruh Indonesia. Apa sebenarnya isi dari data tersebut? Bantuin dong.,Roni bertanya apakah PDDikti hanya mencatat mahasiswa dari perguruan tinggi negeri saja atau mencakup semua jenis kampus di Indonesia. Tolong bantu jawab pertanyaannya.,Maya bingung kenapa kampusnya mewajibkan semua mahasiswa masuk ke sistem pangkalan data nasional. Apa sih tujuan utama penghimpunan data mahasiswa tersebut? Gimana sih ini.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Apa dampak jika tidak terdaftar di PDDikti?,"Jika mahasiswa tidak terdaftar di PDDikti, dapat berdampak pada: 
 1. Kesulitan mendapatkan beasiswa 
 2. Kendala dalam kegiatan penelitian 
 3. Tidak dapat mengikuti lomba mahasiswa 
 4. Tidak dapat pindah kampus 
 5. Tidak dapat mengikuti seleksi CPNS",Apa dampak jika tidak terdaftar di PDDikti?,Apa saja dampak utama jika nama mahasiswa tidak tercatat di PDDikti?,Mengapa penting bagi mahasiswa untuk terdaftar di PDDikti?,Apakah ada pengaruhnya terhadap pencarian beasiswa jika tidak terdaftar di PDDikti?,Bisakah saya mengikuti lomba mahasiswa jika data saya tidak ada di PDDikti?,Apakah status pendaftaran di PDDikti memengaruhi kegiatan penelitian mahasiswa?,Apa akibatnya terhadap proses pindah kampus jika data tidak tercatat di PDDikti?,Apakah pendaftaran CPNS membutuhkan data yang terdaftar di PDDikti?,Apa saja kerugian yang dialami mahasiswa jika namanya absen dari sistem PDDikti?,Benarkah tidak terdaftar di PDDikti bisa menghambat proses pindah universitas?,Apa kendala akademis dan karir yang muncul kalau data kita tidak masuk PDDikti?,Andi berniat mendaftar seleksi CPNS tahun ini tapi namanya tidak ditemukan di sistem pusat. Masalah apa yang akan dia hadapi jika statusnya tetap tidak terdaftar? Tolong bantu.,"Budi sangat membutuhkan bantuan biaya pendidikan, namun katanya data yang tidak tercatat di pangkalan pusat bisa menghambat pengajuan beasiswa. Bagaimana sih ini solusinya?","Siti ingin pindah ke kampus lain karena alasan keluarga, tapi dia mendengar bahwa jika tidak terdaftar di sistem nasional maka prosesnya tidak bisa dilakukan. Apakah itu benar? Bantuin dong.",Roni dilarang oleh dosennya untuk mewakili kampus dalam lomba mahasiswa tingkat nasional karena data NIM-nya tidak valid di pusat. Apa saja kerugian lainnya kalau tidak terdaftar? Tolong bantu ya.,Maya sedang menyusun penelitian namun terkendala akses karena identitas mahasiswanya tidak diakui di sistem pangkalan data. Apa saja dampak buruk bagi mahasiswa yang tidak tercatat di sana? Bagaiamana ini solusinya.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Jika data tidak ditemukan di PDDikti, harus bagaimana?","Jika data tidak ditemukan di PDDikti, silakan: 
 1. Pastikan kata kunci pencarian sudah benar 
 2. Jika mahasiswa baru, kemungkinan masih menunggu periode pelaporan 
 3. Jika angkatan sebelum 2003, tidak wajib tercatat 
 4. Jika setelah 2003 belum tercatat, hubungi program studi","Jika data tidak ditemukan di PDDikti, harus bagaimana?",Apa langkah pertama yang harus dilakukan jika data tidak muncul saat dicari di PDDikti?,Bagaimana solusi untuk mahasiswa baru yang datanya belum ditemukan di PDDikti?,Apakah mahasiswa angkatan sebelum tahun 2003 wajib tercatat di sistem PDDikti?,Siapa yang harus dihubungi jika mahasiswa angkatan setelah 2003 belum terdaftar di PDDikti?,Mengapa data mahasiswa baru terkadang belum muncul di pencarian PDDikti?,Apa yang perlu dipastikan saat melakukan pencarian nama di situs PDDikti?,Bagaimana ketentuan pencatatan PDDikti untuk mahasiswa lulusan sebelum tahun 2003?,Ke mana saya harus melapor jika masuk kuliah tahun 2005 tapi data tidak ada di PDDikti?,Kenapa kata kunci pencarian sangat penting saat mengecek status PDDikti?,Apa penyebab umum data seorang mahasiswa tidak bisa ditemukan dalam sistem PDDikti?,Andi mencoba mencari data dirinya di PDDikti namun tidak ada hasil yang muncul. Apa langkah paling awal yang harus Andi lakukan untuk memastikan pencariannya tidak keliru?,Budi adalah mahasiswa baru yang panik karena namanya belum terdaftar di sistem PDDikti saat ini. Kenapa hal ini bisa terjadi dan apa yang harus ditunggu oleh Budi?,Pak Roni yang merupakan lulusan angkatan 1995 bingung karena profil kuliahnya tidak ditemukan di PDDikti. Apakah data sebelum tahun 2003 memang tidak wajib tercatat di sistem tersebut?,Siska lulusan tahun 2010 sudah mencari namanya dengan benar tapi datanya tetap tidak ditemukan di PDDikti. Siapa pihak di kampus yang harus segera dihubungi Siska untuk menangani masalah ini?,Dono sudah berkali-kali memasukkan kata kunci pencarian dengan benar tapi data kuliah angkatan 2015 miliknya tetap nihil. Gimana sih ini solusinya kalau mau lapor ke program studi?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Status belum lulus di PDDikti, padahal sudah wisuda","Jika status belum diperbarui, maka: 
 1. Data akan diperbarui secara berkala setelah wisuda 
 2. Jika lebih dari 3 hari belum update, ajukan melalui http://ugm.id/PDLdikti","Status belum lulus di PDDikti, padahal sudah wisuda",Kapan biasanya data kelulusan diperbarui di sistem PDDikti setelah mahasiswa diwisuda?,Bagaimana cara mengurus status yang masih belum lulus di PDDikti padahal sudah wisuda?,Berapa lama batas waktu wajar menunggu pembaruan data PDDikti setelah acara wisuda?,Ke mana saya harus mengajukan laporan jika status PDDikti tidak berubah setelah 3 hari wisuda?,Apakah data status mahasiswa akan otomatis diperbarui usai mengikuti wisuda?,Apa tautan yang bisa digunakan untuk mengurus pembaruan status lulus di PDDikti?,Kenapa status saya di PDDikti masih aktif padahal minggu lalu saya sudah wisuda?,Apa yang harus saya lakukan agar status PDDikti berubah menjadi lulus?,Di mana saya bisa melaporkan keterlambatan pembaruan status lulus setelah lebih dari tiga hari?,Apakah ada sistem pembaruan berkala untuk mengubah status mahasiswa menjadi lulus?,"Sinta sudah mengikuti prosesi wisuda, namun statusnya di PDDikti masih tercatat sebagai mahasiswa aktif. Bagaimana sebenarnya mekanisme pembaruan data kelulusan ini dilakukan?",Maya baru saja wisuda kemarin dan langsung mengecek statusnya di PDDikti yang ternyata belum berubah menjadi lulus. Berapa lama periode pembaruan berkala yang harus ditunggu sebelum dia boleh melapor?,Sudah seminggu berlalu sejak wisuda tapi status kelulusan Roni di PDDikti masih belum diperbarui. Gimana sih ini cara mengajukan perbaikan lewat tautan ugm.id yang tersedia?,"Budi membutuhkan status lulus di PDDikti untuk melamar pekerjaan, namun datanya belum update meski sudah lewat 3 hari dari wisuda. Tolong bantu dong, ke alamat web mana laporan ini harus dikirimkan?",Ani mendapati status kuliahnya tidak kunjung berubah setelah wisuda lebih dari 3 hari yang lalu. Apa yang harus dilakukan Ani melalui link http://ugm.id/PDLdikti agar datanya diperbarui?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"IPK tidak muncul saat daftar PPG, bagaimana?","Jika IPK tidak muncul, silakan ajukan perubahan melalui http://ugm.id/PDLdikti dengan melampirkan ijazah dan transkrip.","IPK tidak muncul saat daftar PPG, bagaimana?",Apa yang harus dilakukan jika nilai IPK kosong saat mendaftar PPG?,Ke mana saya harus mengajukan perubahan jika IPK tidak muncul?,Dokumen apa saja yang wajib dilampirkan untuk mengatasi IPK yang tidak muncul?,Apakah saya perlu melampirkan transkrip nilai jika IPK tidak keluar saat daftar PPG?,Tautan apa yang harus diakses untuk memperbaiki data IPK yang hilang?,Saya sedang daftar PPG tapi IPK saya tidak terdeteksi. Bagaimana solusinya?,Berkas apa yang disiapkan untuk mengurus IPK yang tidak muncul di sistem PPG?,Di mana saya bisa mengunggah ijazah dan transkrip untuk perbaikan data IPK?,Apakah ijazah diperlukan sebagai syarat perubahan data jika IPK tidak tampil?,Langkah apa yang harus saya ambil ketika sistem pendaftaran PPG tidak memunculkan IPK saya?,Roni sedang mendaftar PPG tetapi nilai IPK miliknya tidak muncul di sistem pendaftaran. Apa langkah yang harus diambil Roni untuk mengajukan perubahan data tersebut?,Lia mendapati kolom IPK-nya kosong saat ingin registrasi PPG padahal data lainnya sudah benar. Link ugm.id mana yang harus diakses Lia untuk mengatasi kendala ini?,Siska ingin memperbaiki data IPK yang tidak muncul untuk keperluan PPG melalui http://ugm.id/PDLdikti. Dokumen apa saja yang harus disiapkan dan dilampirkan oleh Siska?,"Andi merasa bingung karena IPK tidak keluar di portal PPG padahal ijazah sudah ada. Gimana sih ini, apa benar lapornya harus melampirkan transkrip dan ijazah ke sistem PDLdikti?","IPK milik Budi tidak muncul saat mau daftar PPG, tolong bantuin dong solusinya bagaimana dan apa saja syarat dokumen yang harus diunggah ke link pengajuan?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"Nomor ijazah tidak muncul di PDDikti, bagaimana?","Jika nomor ijazah belum muncul, silakan ajukan perubahan melalui http://ugm.id/PDLdikti dengan melampirkan ijazah dan transkrip.","Nomor ijazah tidak muncul di PDDikti, bagaimana?",Apa solusinya jika nomor ijazah tidak tertera di PDDikti?,Ke mana pengajuan perubahan data dilakukan bila nomor ijazah belum muncul di PDDikti?,Dokumen apa yang harus diunggah untuk memperbaiki nomor ijazah yang kosong di PDDikti?,Apakah transkrip nilai perlu dilampirkan saat mengurus nomor ijazah yang tidak keluar di PDDikti?,Link apa yang digunakan untuk melaporkan nomor ijazah yang belum muncul?,Saya sudah cek PDDikti tapi nomor ijazah saya tidak ada. Apa yang harus saya lakukan?,Berkas apa saja yang diminta untuk memunculkan nomor ijazah?,Di mana saya bisa memperbarui data agar nomor ijazah tampil di PDDikti?,Apakah melampirkan ijazah saja cukup untuk memperbaiki data PDDikti yang tidak ada nomor ijazahnya?,Bagaimana prosedur perbaikan data jika profil PDDikti saya tidak memuat nomor ijazah?,Budi baru cek PDDikti tapi nomor ijazahnya belum ada di sana. Apa yang sebenarnya harus Budi lakukan supaya nomornya muncul?,Roni panik karena nomor ijazahnya belum terdaftar di sistem PDDikti padahal mau daftar kerja. Gimana sih cara ngurusnya ini?,Siti sudah lulus tapi pas dicek nomor ijazah di PDDikti masih kosong. Dokumen apa saja yang perlu Siti siapkan buat lapor lewat link resmi yang tersedia?,Iwan mau ajuin pembaruan nomor ijazah di PDDikti lewat portal yang disediakan UGM. Link mana yang harus Iwan buka biar cepat diproses?,"Andi bingung nomor ijazahnya tidak tampil di PDDikti. Tolong bantu Andi, langkah apa yang paling tepat buat mengatasi masalah ini sekarang?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Kenapa data lulusan UGM tidak ditemukan di SIVIL?,"SIVIL terintegrasi dengan PDDikti. Jika nomor ijazah tidak ditemukan di SIVIL, silakan cek terlebih dahulu data lulusan di PDDikti. Pastikan status sudah “Lulus” dan nomor ijazah sudah tampil. Jika belum sesuai, ajukan permohonan perubahan melalui http://ugm.id/PDLdikti dengan melampirkan ijazah dan transkrip.",Kenapa data lulusan UGM tidak ditemukan di SIVIL?,Mengapa data seorang lulusan bisa tidak ditemukan di SIVIL?,Sistem apa yang terintegrasi langsung dengan SIVIL?,Apa yang harus dicek pertama kali jika nomor ijazah tidak ada di SIVIL?,Status apa yang harus dipastikan di PDDikti agar data muncul di SIVIL?,Apa yang harus dilakukan jika data di PDDikti belum berstatus Lulus dan tidak ada nomor ijazahnya?,Melalui tautan mana permohonan perubahan data diajukan jika data SIVIL tidak sesuai?,Dokumen apa saja yang dilampirkan untuk memperbaiki data kelulusan yang tidak ada di SIVIL?,Data saya tidak ditemukan di SIVIL. Berkas apa yang perlu saya siapkan untuk perbaikan?,Apakah saya harus mengecek nomor ijazah di PDDikti jika SIVIL tidak menemukan data saya?,Bagaimana cara mengurus status kelulusan dan nomor ijazah yang belum tampil agar sinkron dengan SIVIL?,Maya mau verifikasi ijazah di SIVIL tapi datanya nggak ketemu. Kenapa hal ini bisa terjadi dan apa yang harus dia pastikan pertama kali?,Agus cek di SIVIL ijazahnya tidak terdaftar padahal dia alumni UGM. Apa yang harus Agus pastikan di data PDDikti-nya biar data di SIVIL sinkron?,Data lulusan punya Rani tidak ada di sistem SIVIL Kemendikbud. Gimana solusinya kalau Rani ternyata statusnya belum tertulis Lulus di PDDikti?,"Budi sudah cek SIVIL tapi nihil, sedangkan nomor ijazah di PDDikti juga belum muncul. Ke mana Budi harus melapor dan apa lampirannya?",Ijazah Sinta tidak terdeteksi di SIVIL padahal butuh buat validasi. Tolong kasih tahu langkah-langkah yang harus Sinta tempuh biar datanya masuk ke SIVIL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Bagaimana cara mengubah data mahasiswa di PDDikti?,"Perubahan data tidak dapat dilakukan langsung oleh mahasiswa atau alumni. Jika terdapat data yang tidak sesuai, silakan ajukan permohonan melalui http://ugm.id/PDMdikti dengan melampirkan: 
 1. Mahasiswa aktif: KK, KTP, dan KTM 
 2. Lulusan: KK, KTP, ijazah, dan transkrip",Bagaimana cara mengubah data mahasiswa di PDDikti?,Apa ketentuan dasar dalam melakukan perubahan data di PDDikti?,Di mana saya bisa mengakses formulir pengajuan perubahan data mahasiswa?,Siapa yang berhak mengubah data secara langsung di sistem?,Apakah mahasiswa aktif bisa langsung merubah datanya sendiri?,Dokumen apa saja yang wajib diunggah oleh mahasiswa aktif untuk ralat biodata?,Apa syarat dokumen ralat data bagi seorang lulusan atau alumni?,"Saya mahasiswa aktif yang ingin meralat data, ke mana saya harus mengajukan permohonan?",Mengapa saya tidak diizinkan meralat sendiri biodata di portal PDDikti?,"Selain KTP dan KK, dokumen apa yang dibutuhkan mahasiswa aktif?",Apakah alumni perlu melampirkan ijazah dan transkrip untuk keperluan perbaikan data?,Nama Doni salah ketik di PDDikti padahal dia masih mahasiswa aktif. Gimana cara Doni minta perbaikan data karena dia nggak bisa ubah sendiri?,Eka sudah jadi alumni tapi NIK di data PDDikti ternyata keliru. Dokumen apa saja yang harus Eka siapkan buat pengajuan lewat link resmi?,Andi mahasiswa aktif UGM mau ganti data di PDDikti dan sudah punya KTP serta KK. Apa satu dokumen lagi yang wajib Andi lampirkan?,Rina mau memperbaiki data kelulusannya di sistem PDDikti lewat jalur resmi universitas. Link mana yang harus Rina akses biar masalahnya cepat kelar?,"Yusuf bingung mau update data mahasiswa di PDDikti tapi tidak ada menu edit langsung. Tolong bantu Yusuf, apa prosedur yang benar buat pengajuan perubahan ini?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
